iter	TotalF1	CrossEntropy
0	0.5705443981	0.6778157143
1	0.6434676435	0.655211527
2	0.6434676435	0.6450986185
3	0.6434676435	0.6409720584
4	0.6434676435	0.6364087836
5	0.6434676435	0.6345654956
6	0.6434676435	0.6333063159
7	0.6515003674	0.6290593086
8	0.6515003674	0.6276523594
9	0.6515003674	0.624436642
10	0.6515003674	0.6225400654
11	0.6515003674	0.6202092949
12	0.6515003674	0.6182968725
13	0.6515003674	0.6179214657
14	0.6515003674	0.6153390075
15	0.6515003674	0.6132628581
16	0.6515003674	0.6121667672
17	0.6515003674	0.61187144
18	0.6515003674	0.6116832861
19	0.6515003674	0.6115035982
20	0.6515003674	0.610956055
21	0.6515003674	0.6108762214
22	0.6515003674	0.6102450997
23	0.6515003674	0.6101886761
24	0.6515003674	0.6101244722
25	0.6515003674	0.609863878
26	0.6515003674	0.6097966803
27	0.6515003674	0.6097530132
28	0.6515003674	0.6093255168
29	0.6515003674	0.6090817617
30	0.6515003674	0.6090421143
31	0.6515003674	0.60899181
32	0.6155223065	0.6084646888
33	0.6155223065	0.6084258874
34	0.6515003674	0.6083908651
35	0.6515003674	0.6083860278
36	0.6155223065	0.6082503458
37	0.6515003674	0.6078261452
38	0.6515003674	0.6077375842
39	0.6515003674	0.6076686701
40	0.6515003674	0.6076022238
41	0.6155223065	0.6073620706
42	0.6155223065	0.6072296959
43	0.6155223065	0.6071951505
44	0.6515003674	0.6063950975
45	0.6515003674	0.6063659108
46	0.6515003674	0.6063386819
47	0.6515003674	0.6063126838
48	0.6515003674	0.6062575952
49	0.6515003674	0.6056827053
50	0.6515003674	0.6055682521
51	0.6515003674	0.605489763
52	0.6515003674	0.6050624545
53	0.6515003674	0.6050125593
54	0.6515003674	0.6049431914
55	0.6515003674	0.604862101
56	0.6515003674	0.6048162855
57	0.6515003674	0.6048160376
58	0.6515003674	0.604761806
59	0.6515003674	0.6047303168
60	0.6515003674	0.6047028722
61	0.6515003674	0.6046802946
62	0.6515003674	0.604655462
63	0.6515003674	0.6046269599
64	0.6515003674	0.6046086682
65	0.6515003674	0.604590184
66	0.6155223065	0.6045675939
67	0.6155223065	0.604530512
68	0.6155223065	0.6045099404
69	0.6155223065	0.6045054419
70	0.6155223065	0.604487493
71	0.6515003674	0.6041343738
72	0.6515003674	0.604116183
73	0.6515003674	0.6039916091
74	0.6515003674	0.6039588692
75	0.6155223065	0.6039385273
76	0.6515003674	0.6036828219
77	0.6515003674	0.6036249739
78	0.6515003674	0.6036128018
79	0.6515003674	0.6036122813
80	0.6515003674	0.6035925047
81	0.6515003674	0.6035747228
82	0.6515003674	0.6035521463
83	0.6515003674	0.6035213384
84	0.6515003674	0.6035208882
85	0.6515003674	0.603501776
86	0.6515003674	0.6034525947
87	0.6515003674	0.60343954
88	0.6515003674	0.6034235758
89	0.6515003674	0.6034053917
90	0.6515003674	0.6033739032
91	0.6515003674	0.6033459382
92	0.6515003674	0.6033459226
93	0.6515003674	0.6033306276
94	0.6515003674	0.6033029872
95	0.6515003674	0.6032891554
96	0.6515003674	0.6031216913
97	0.6515003674	0.6031212846
98	0.6515003674	0.6031102013
99	0.6515003674	0.6030903887
100	0.6515003674	0.6030806631
101	0.6515003674	0.6030642401
102	0.6515003674	0.6029344981
103	0.6515003674	0.6029166667
104	0.6515003674	0.6029024439
105	0.6515003674	0.6029024365
106	0.6515003674	0.60289929
107	0.6515003674	0.6028859465
108	0.6515003674	0.6028627063
109	0.6515003674	0.6028529723
110	0.6515003674	0.6028306231
111	0.6515003674	0.6028306231
112	0.6515003674	0.6028306231
113	0.6515003674	0.6028306231
114	0.6515003674	0.6028306231
115	0.6515003674	0.602820008
116	0.6515003674	0.6026982732
117	0.6515003674	0.6026972107
118	0.6515003674	0.6026969918
119	0.6515003674	0.6026926908
120	0.6515003674	0.6026710825
121	0.6515003674	0.6026612572
122	0.6515003674	0.6026391382
123	0.6515003674	0.6026352316
124	0.6515003674	0.6026227629
125	0.6515003674	0.6025363755
126	0.6515003674	0.6024029456
127	0.6515003674	0.6024004615
128	0.6515003674	0.6023816712
129	0.6515003674	0.6023541871
130	0.6515003674	0.6023515514
131	0.6515003674	0.6023327919
132	0.6515003674	0.6023146787
133	0.6515003674	0.6023107648
134	0.6515003674	0.6023016794
135	0.6515003674	0.6022838054
136	0.6515003674	0.602266482
137	0.6515003674	0.6022647428
138	0.6515003674	0.6022057719
139	0.6515003674	0.6021959809
140	0.6515003674	0.6021788741
141	0.6515003674	0.6021664175
142	0.6515003674	0.6021486681
143	0.6515003674	0.6021484653
144	0.6515003674	0.6021317726
145	0.6515003674	0.6021271872
146	0.6515003674	0.6021110922
147	0.6515003674	0.6020955294
148	0.6515003674	0.6020803489
149	0.6515003674	0.6020676716
150	0.6515003674	0.6020613732
151	0.6515003674	0.6020579788
152	0.6515003674	0.6020431401
153	0.6515003674	0.6020006005
154	0.6515003674	0.6019956363
155	0.6515003674	0.6019802905
156	0.6515003674	0.601967822
157	0.6515003674	0.6019539408
158	0.6515003674	0.6019427678
159	0.6515003674	0.6019421518
160	0.6515003674	0.6019107487
161	0.6515003674	0.6018970907
162	0.6515003674	0.6018826738
163	0.6515003674	0.6018696327
164	0.6515003674	0.601856236
165	0.6515003674	0.6018433127
166	0.6515003674	0.6018425734
167	0.6515003674	0.6018374505
168	0.6515003674	0.6018250346
169	0.6515003674	0.6018242835
170	0.6515003674	0.6018132642
171	0.6515003674	0.6018108641
172	0.6515003674	0.6018105434
173	0.6515003674	0.6017996547
174	0.6515003674	0.6017903432
175	0.6515003674	0.6017861515
176	0.6515003674	0.6017761429
177	0.6515003674	0.6017662556
178	0.6515003674	0.6017604842
179	0.6515003674	0.601759891
180	0.6515003674	0.6017547793
181	0.6515003674	0.6017467073
182	0.6515003674	0.6017344039
183	0.6515003674	0.6017227246
184	0.6515003674	0.6017181023
185	0.6515003674	0.6017065788
186	0.6515003674	0.6017039439
187	0.6515003674	0.6016928713
188	0.6515003674	0.6016874057
189	0.6515003674	0.6016768183
190	0.6515003674	0.6016768183
191	0.6515003674	0.6016768183
192	0.6515003674	0.6016768183
193	0.6515003674	0.6016663002
194	0.6515003674	0.6016662919
195	0.6515003674	0.6016618791
196	0.6515003674	0.6016543889
197	0.6515003674	0.6016543889
198	0.6515003674	0.6016452178
199	0.6515003674	0.6016444564
200	0.6515003674	0.6016414169
201	0.6515003674	0.6016314128
202	0.6515003674	0.6016304743
203	0.6515003674	0.6016300279
204	0.6515003674	0.6016300279
205	0.6515003674	0.6016199116
206	0.6515003674	0.6016100392
207	0.6515003674	0.6016070298
208	0.6515003674	0.6016069659
209	0.6515003674	0.6015971374
210	0.6515003674	0.6015961581
211	0.6515003674	0.6015950204
212	0.6515003674	0.6015878632
213	0.6515003674	0.6015873342
214	0.6515003674	0.6015822405
215	0.6515003674	0.6015608271
216	0.6515003674	0.6015550385
217	0.6515003674	0.601550335
218	0.6515003674	0.601546998
219	0.6515003674	0.6015443125
220	0.6515003674	0.6015355615
221	0.6515003674	0.6015263577
222	0.6515003674	0.6015173178
223	0.6515003674	0.601514619
224	0.6515003674	0.6015070767
225	0.6515003674	0.6015013439
226	0.6515003674	0.6014926717
227	0.6515003674	0.6014913503
228	0.6515003674	0.6014913503
229	0.6515003674	0.6014904922
230	0.6515003674	0.6014818962
231	0.6515003674	0.6014734987
232	0.6515003674	0.6014648367
233	0.6515003674	0.6014576642
234	0.6515003674	0.6014415309
235	0.6515003674	0.6014340441
236	0.6515003674	0.6014338548
237	0.6515003674	0.6014319501
238	0.6515003674	0.6014310458
239	0.6515003674	0.601428923
240	0.6515003674	0.6014253804
241	0.6515003674	0.6014253804
242	0.6515003674	0.6014253804
243	0.6515003674	0.6014253804
244	0.6515003674	0.6014228066
245	0.6515003674	0.6014220452
246	0.6515003674	0.6014207749
247	0.6515003674	0.6014137075
248	0.6515003674	0.601406456
249	0.6515003674	0.6014015935
250	0.6515003674	0.6013991548
251	0.6515003674	0.6013963439
252	0.6515003674	0.6013958665
253	0.6515003674	0.6013891627
254	0.6515003674	0.6013883736
255	0.6515003674	0.6013883245
256	0.6515003674	0.6013853675
257	0.6515003674	0.6013835912
258	0.6515003674	0.6012855466
259	0.6515003674	0.6012792717
260	0.6515003674	0.6012790206
261	0.6515003674	0.6012759149
262	0.6515003674	0.6012721221
263	0.6515003674	0.6012721221
264	0.6515003674	0.601271995
265	0.6515003674	0.6012674842
266	0.6515003674	0.6012656384
267	0.6515003674	0.6012537229
268	0.6515003674	0.6012536745
269	0.6515003674	0.6012524224
270	0.6515003674	0.6012512448
271	0.6515003674	0.6012480851
272	0.6515003674	0.6012471529
273	0.6515003674	0.6012424931
274	0.6515003674	0.6012361809
275	0.6515003674	0.6011468231
276	0.6515003674	0.6011408927
277	0.6515003674	0.601138539
278	0.6515003674	0.6011380525
279	0.6515003674	0.6011300865
280	0.6515003674	0.6011233323
281	0.6515003674	0.6011162061
282	0.6515003674	0.6011154822
283	0.6515003674	0.6011119464
284	0.6515003674	0.6011105708
285	0.6515003674	0.6011098609
286	0.6515003674	0.6011091089
287	0.6515003674	0.6010246179
288	0.6515003674	0.6010167683
289	0.6515003674	0.6010088517
290	0.6515003674	0.6010086381
291	0.6515003674	0.6010021488
292	0.6515003674	0.6010014062
293	0.6515003674	0.6010005886
294	0.6515003674	0.6009987615
295	0.6515003674	0.6009984883
296	0.6515003674	0.6009968972
297	0.6515003674	0.6009959423
298	0.6515003674	0.6009959394
299	0.6515003674	0.6009929118
300	0.6515003674	0.6009908334
301	0.6515003674	0.6009085778
302	0.6515003674	0.6009048154
303	0.6515003674	0.6009045689
304	0.6515003674	0.600900297
305	0.6515003674	0.6008974028
306	0.6515003674	0.6008863794
307	0.6515003674	0.6008851076
308	0.6515003674	0.6008838414
309	0.6515003674	0.6008838405
310	0.6515003674	0.6008813242
311	0.6515003674	0.6008760402
312	0.6515003674	0.6008708009
313	0.6515003674	0.6008698627
314	0.6515003674	0.6008686046
315	0.6515003674	0.6008667097
316	0.6515003674	0.6008636465
317	0.6515003674	0.6008626124
318	0.6515003674	0.6008581211
319	0.6515003674	0.6008569948
320	0.6515003674	0.6008532777
321	0.6515003674	0.6008531229
322	0.6515003674	0.6008527225
323	0.6515003674	0.6008468076
324	0.6515003674	0.6008430872
325	0.6515003674	0.600838619
326	0.6515003674	0.6008355032
327	0.6515003674	0.6008351198
328	0.6515003674	0.6008314164
329	0.6515003674	0.6008302227
330	0.6515003674	0.6008295966
331	0.6515003674	0.6008289435
332	0.6515003674	0.600828398
333	0.6515003674	0.600826202
334	0.6515003674	0.6008256091
335	0.6515003674	0.6008222074
336	0.6515003674	0.6008188901
337	0.6515003674	0.6008185063
338	0.6515003674	0.6008174392
339	0.6515003674	0.6008172056
340	0.6515003674	0.6008159605
341	0.6515003674	0.6008127088
342	0.6515003674	0.6008126949
343	0.6515003674	0.6008121003
344	0.6515003674	0.6008117892
345	0.6515003674	0.6008069475
346	0.6515003674	0.600806943
347	0.6515003674	0.6008069385
348	0.6515003674	0.6008067451
349	0.6515003674	0.6008039113
350	0.6515003674	0.6008024169
351	0.6515003674	0.6007982433
352	0.6515003674	0.6007981947
353	0.6515003674	0.6007979871
354	0.6515003674	0.6007957681
355	0.6515003674	0.6007952157
356	0.6515003674	0.6007952135
357	0.6515003674	0.600793244
358	0.6515003674	0.6007917835
359	0.6515003674	0.6007915061
360	0.6515003674	0.600790287
361	0.6515003674	0.6007891614
362	0.6515003674	0.6007857888
363	0.6515003674	0.6007853191
364	0.6515003674	0.6007853148
365	0.6515003674	0.6007842
366	0.6515003674	0.6007829721
367	0.6515003674	0.6007820978
368	0.6515003674	0.6007814833
369	0.6515003674	0.6007813177
370	0.6515003674	0.6007809134
371	0.6515003674	0.600778022
372	0.6515003674	0.6007776063
373	0.6515003674	0.6007763706
374	0.6515003674	0.6007741858
375	0.6515003674	0.6007720381
376	0.6515003674	0.6007717803
377	0.6515003674	0.6007696153
378	0.6515003674	0.6007696126
379	0.6515003674	0.600769612
380	0.6515003674	0.6007695522
381	0.6515003674	0.6007689964
382	0.6515003674	0.6007686092
383	0.6515003674	0.6007675047
384	0.6515003674	0.6007674363
385	0.6515003674	0.6007582224
386	0.6515003674	0.6007571424
387	0.6515003674	0.6006746802
388	0.6515003674	0.6006699045
389	0.6515003674	0.6006684326
390	0.6515003674	0.6006652972
391	0.6515003674	0.6006652966
392	0.6515003674	0.6006652876
393	0.6515003674	0.6006645167
394	0.6515003674	0.6006637258
395	0.6515003674	0.6006628889
396	0.6515003674	0.6006625706
397	0.6515003674	0.6006604969
398	0.6515003674	0.6006583091
399	0.6515003674	0.6006516002
400	0.6515003674	0.6006510831
401	0.6515003674	0.6006486602
402	0.6515003674	0.6006484683
403	0.6515003674	0.6006479506
404	0.6515003674	0.6006479426
405	0.6515003674	0.6006473421
406	0.6515003674	0.6006472126
407	0.6515003674	0.6006461811
408	0.6515003674	0.600644888
409	0.6515003674	0.6006413519
410	0.6515003674	0.6006398299
411	0.6515003674	0.6006393288
412	0.6515003674	0.6006380676
413	0.6515003674	0.6006373762
414	0.6515003674	0.6006341208
415	0.6515003674	0.6006333876
416	0.6515003674	0.6006330344
417	0.6515003674	0.6006320349
418	0.6515003674	0.6006307939
419	0.6515003674	0.6006287036
420	0.6515003674	0.6006285783
421	0.6515003674	0.6006265932
422	0.6515003674	0.6006256195
423	0.6515003674	0.6006241676
424	0.6515003674	0.6006235638
425	0.6515003674	0.6006225401
426	0.6515003674	0.6006177893
427	0.6515003674	0.6006170782
428	0.6515003674	0.6006169598
429	0.6515003674	0.6006163487
430	0.6515003674	0.6006150585
431	0.6515003674	0.6006146963
432	0.6515003674	0.6006143532
433	0.6515003674	0.6006118901
434	0.6515003674	0.6006101596
435	0.6515003674	0.6006073064
436	0.6515003674	0.6006067763
437	0.6515003674	0.6006063023
438	0.6515003674	0.6006062567
439	0.6515003674	0.6006036644
440	0.6515003674	0.6006008697
441	0.6515003674	0.6005984431
442	0.6515003674	0.6005978527
443	0.6515003674	0.6005978451
444	0.6515003674	0.6005978391
445	0.6515003674	0.6005974249
446	0.6515003674	0.6005947622
447	0.6515003674	0.6005947603
448	0.6515003674	0.6005947407
449	0.6515003674	0.6005941071
450	0.6515003674	0.6005906071
451	0.6515003674	0.6005896937
452	0.6515003674	0.6005865255
453	0.6515003674	0.6005849494
454	0.6515003674	0.6005844997
455	0.6515003674	0.6005841169
456	0.6515003674	0.600582456
457	0.6515003674	0.6005820902
458	0.6515003674	0.6005807209
459	0.6515003674	0.6005806401
460	0.6515003674	0.600580491
461	0.6515003674	0.6005772559
462	0.6515003674	0.6005772532
463	0.6515003674	0.6005751303
464	0.6515003674	0.6005751285
465	0.6515003674	0.6005751276
466	0.6515003674	0.6005751266
467	0.6515003674	0.6005751266
468	0.6515003674	0.6005751266
469	0.6515003674	0.6005751248
470	0.6515003674	0.6005751248
471	0.6515003674	0.6005751248
472	0.6515003674	0.6005751239
473	0.6515003674	0.6005751239
474	0.6515003674	0.6005751234
475	0.6515003674	0.6005751234
476	0.6515003674	0.6005751234
477	0.6515003674	0.6005745311
478	0.6515003674	0.60057383
479	0.6515003674	0.6005733709
480	0.6515003674	0.6005722166
481	0.6515003674	0.6005713286
482	0.6515003674	0.6005706298
483	0.6515003674	0.6005706298
484	0.6515003674	0.6005705742
485	0.6515003674	0.6005025043
486	0.6515003674	0.6005010987
487	0.6515003674	0.6004987827
488	0.6515003674	0.6004968054
489	0.6515003674	0.6004956837
490	0.6515003674	0.6004946341
491	0.6515003674	0.6004940185
492	0.6515003674	0.6004932352
493	0.6515003674	0.6004893481
494	0.6515003674	0.600489173
495	0.6515003674	0.6004878797
496	0.6515003674	0.6004878435
497	0.6515003674	0.6004877295
498	0.6515003674	0.6004877293
499	0.6515003674	0.6004877214
500	0.6515003674	0.6004857996
501	0.6515003674	0.6004856305
502	0.6515003674	0.60048552
503	0.6515003674	0.6004852258
504	0.6515003674	0.6004847075
505	0.6515003674	0.6004844645
506	0.6515003674	0.6004841381
507	0.6515003674	0.6004808511
508	0.6515003674	0.6004769204
509	0.6515003674	0.6004767323
510	0.6515003674	0.6004765739
511	0.6515003674	0.6004765739
512	0.6515003674	0.6004765739
513	0.6515003674	0.600476573
514	0.6515003674	0.600476573
515	0.6515003674	0.6004765707
516	0.6515003674	0.6004765681
517	0.6515003674	0.6004749618
518	0.6515003674	0.6004746446
519	0.6515003674	0.600474133
520	0.6515003674	0.6004715952
521	0.6515003674	0.6004700919
522	0.6515003674	0.6004696145
523	0.6515003674	0.600467131
524	0.6515003674	0.6004658887
525	0.6515003674	0.600465158
526	0.6515003674	0.6004649471
527	0.6515003674	0.6004645263
528	0.6515003674	0.6004636882
529	0.6515003674	0.6004632527
530	0.6515003674	0.6004630706
531	0.6515003674	0.600462129
532	0.6515003674	0.6004612336
533	0.6515003674	0.6004601894
534	0.6515003674	0.600459255
535	0.6515003674	0.6004588407
536	0.6515003674	0.6004583695
537	0.6515003674	0.6004574423
538	0.6515003674	0.6004569557
539	0.6515003674	0.6004563294
540	0.6515003674	0.6004562329
541	0.6515003674	0.6004551206
542	0.6515003674	0.6004550217
543	0.6515003674	0.6004537947
544	0.6515003674	0.6004537252
545	0.6515003674	0.6004523758
546	0.6515003674	0.6004500523
547	0.6515003674	0.6004492253
548	0.6515003674	0.6004484069
549	0.6515003674	0.6004472136
550	0.6515003674	0.6004471888
551	0.6515003674	0.6004469859
552	0.6515003674	0.6004462597
553	0.6515003674	0.6004453229
554	0.6515003674	0.6004434989
555	0.6515003674	0.6004432532
556	0.6515003674	0.6004421007
557	0.6515003674	0.6004419768
558	0.6515003674	0.6004393746
559	0.6515003674	0.6004377721
560	0.6515003674	0.6004364322
561	0.6515003674	0.6004364217
562	0.6515003674	0.6004360872
563	0.6515003674	0.6004360854
564	0.6515003674	0.6004360846
565	0.6515003674	0.6003634756
566	0.6515003674	0.600359863
567	0.6515003674	0.6003570995
568	0.6515003674	0.6003556065
569	0.6515003674	0.6003552441
570	0.6515003674	0.6003540866
571	0.6515003674	0.6003511868
572	0.6515003674	0.6003492013
573	0.6515003674	0.6003479985
574	0.6515003674	0.6003472152
575	0.6515003674	0.6003467126
576	0.6515003674	0.6003464528
577	0.6515003674	0.6003453926
578	0.6515003674	0.6002778051
579	0.6515003674	0.60027358
580	0.6515003674	0.6002724993
581	0.6515003674	0.6002704977
582	0.6515003674	0.6002689689
583	0.6515003674	0.6002668516
584	0.6515003674	0.6002645557
585	0.6515003674	0.600263764
586	0.6515003674	0.600263764
587	0.6515003674	0.6002629842
588	0.6515003674	0.6002613461
589	0.6515003674	0.6002606534
590	0.6515003674	0.600259479
591	0.6515003674	0.6002585747
592	0.6515003674	0.600256715
593	0.6515003674	0.6002565069
594	0.6515003674	0.6002565053
595	0.6515003674	0.6002565046
596	0.6515003674	0.6002555261
597	0.6515003674	0.6002549791
598	0.6515003674	0.6002549158
599	0.6515003674	0.6002545375
600	0.6515003674	0.6002545336
601	0.6515003674	0.6002545336
602	0.6515003674	0.6002545321
603	0.6515003674	0.6002545305
604	0.6515003674	0.6002543315
605	0.6515003674	0.6002529822
606	0.6515003674	0.6002529788
607	0.6515003674	0.6002529727
608	0.6515003674	0.6002529525
609	0.6515003674	0.6002513906
610	0.6515003674	0.6002511646
611	0.6515003674	0.6002511438
612	0.6515003674	0.600251143
613	0.6515003674	0.6002503384
614	0.6515003674	0.6002491616
615	0.6515003674	0.6002485544
616	0.6515003674	0.6002479008
617	0.6515003674	0.6002465233
618	0.6515003674	0.6001885812
619	0.6515003674	0.600178815
620	0.6515003674	0.6001779647
621	0.6515003674	0.6001779555
622	0.6515003674	0.6001770486
623	0.6515003674	0.600176606
624	0.6515003674	0.6001742241
625	0.6515003674	0.6001742227
626	0.6515003674	0.6001740221
627	0.6515003674	0.6001721252
628	0.6515003674	0.6001707954
629	0.6515003674	0.6001698615
630	0.6515003674	0.6001692265
631	0.6515003674	0.6001688353
632	0.6515003674	0.6001687652
