iter	TotalF1	CrossEntropy
633	0.6515003674	0.6001685727
634	0.6515003674	0.6001684478
635	0.6515003674	0.6001680287
636	0.6515003674	0.6001678251
637	0.6515003674	0.6001677511
638	0.6515003674	0.6001673828
639	0.6515003674	0.6001664488
640	0.6515003674	0.6001664374
641	0.6515003674	0.600166426
642	0.6515003674	0.6001662117
643	0.6515003674	0.6001655325
644	0.6515003674	0.6001653253
645	0.6515003674	0.6001649329
646	0.6515003674	0.6001649097
647	0.6515003674	0.6001621804
648	0.6515003674	0.6001621223
649	0.6515003674	0.600161198
650	0.6515003674	0.6001611174
651	0.6515003674	0.6001605835
652	0.6515003674	0.6001605834
653	0.6515003674	0.6001555987
654	0.6515003674	0.6001554206
655	0.6515003674	0.6001531805
656	0.6515003674	0.6001531472
657	0.6515003674	0.6001530491
658	0.6515003674	0.600151589
659	0.6515003674	0.6001511879
660	0.6515003674	0.6001509544
661	0.6515003674	0.6001501736
662	0.6515003674	0.6001478791
663	0.6515003674	0.6001478681
664	0.6515003674	0.6001474175
665	0.6515003674	0.6001473703
666	0.6515003674	0.6001455556
667	0.6515003674	0.6001452345
668	0.6515003674	0.6001452275
669	0.6515003674	0.600145222
670	0.6515003674	0.6001451673
671	0.6515003674	0.6001451571
672	0.6515003674	0.6001441152
673	0.6515003674	0.6001435968
674	0.6515003674	0.6001435546
675	0.6515003674	0.6001430379
676	0.6515003674	0.6001426944
677	0.6515003674	0.6001422674
678	0.6515003674	0.6001419238
679	0.6515003674	0.6001412351
680	0.6515003674	0.6001401754
681	0.6515003674	0.600139816
682	0.6515003674	0.600139795
683	0.6515003674	0.6001396263
684	0.6515003674	0.6001385958
685	0.6515003674	0.6001384625
686	0.6515003674	0.6001374078
687	0.6515003674	0.6001369404
688	0.6515003674	0.600135954
689	0.6515003674	0.6001358298
690	0.6515003674	0.6001358295
691	0.6515003674	0.6001356334
692	0.6515003674	0.6001340952
693	0.6515003674	0.6001338064
694	0.6515003674	0.6001333108
695	0.6515003674	0.6001329781
696	0.6515003674	0.6001322769
697	0.6515003674	0.6001322407
698	0.6515003674	0.6001320574
699	0.6515003674	0.6001319074
700	0.6515003674	0.6001318238
701	0.6515003674	0.6001309958
702	0.6515003674	0.6001289437
703	0.6515003674	0.6001281335
704	0.6515003674	0.6001277937
705	0.6515003674	0.6001258084
706	0.6515003674	0.6001251693
707	0.6515003674	0.6001243738
708	0.6515003674	0.6001237622
709	0.6515003674	0.6001236377
710	0.6515003674	0.6001234758
711	0.6515003674	0.6001225156
712	0.6515003674	0.6001217132
713	0.6515003674	0.6001215644
714	0.6515003674	0.6001213314
715	0.6515003674	0.6001206971
716	0.6515003674	0.6001188103
717	0.6515003674	0.6001186389
718	0.6515003674	0.6001168409
719	0.6515003674	0.6001158451
720	0.6515003674	0.6001156526
721	0.6515003674	0.6001142414
722	0.6515003674	0.6001129853
723	0.6515003674	0.6001118101
724	0.6515003674	0.6001117981
725	0.6515003674	0.6001107875
726	0.6515003674	0.6001095508
727	0.6515003674	0.6001083212
728	0.6515003674	0.6001074026
729	0.6515003674	0.6001071924
730	0.6515003674	0.6001071909
731	0.6515003674	0.6001069618
732	0.6515003674	0.6001067255
733	0.6515003674	0.6001060032
734	0.6515003674	0.6001056989
735	0.6515003674	0.6001046387
736	0.6515003674	0.600104165
737	0.6515003674	0.6001035616
738	0.6515003674	0.6001030897
739	0.6515003674	0.6001030781
740	0.6515003674	0.6001021353
741	0.6515003674	0.6001016239
742	0.6515003674	0.6001007618
743	0.6515003674	0.6000992524
744	0.6515003674	0.6000991514
745	0.6515003674	0.6000981288
746	0.6515003674	0.6000972006
747	0.6515003674	0.6000968652
748	0.6515003674	0.6000967724
749	0.6515003674	0.6000959206
750	0.6515003674	0.6000959202
751	0.6515003674	0.6000958824
752	0.6515003674	0.6000955924
753	0.6515003674	0.6000948085
754	0.6515003674	0.6000376587
755	0.6515003674	0.6000374443
756	0.6515003674	0.6000363475
757	0.6515003674	0.6000363465
758	0.6515003674	0.600036258
759	0.6515003674	0.6000337605
760	0.6515003674	0.6000320409
761	0.6515003674	0.6000313959
762	0.6515003674	0.6000309838
763	0.6515003674	0.6000309721
764	0.6515003674	0.6000304894
765	0.6515003674	0.6000299254
766	0.6515003674	0.6000287023
767	0.6515003674	0.6000285217
768	0.6515003674	0.6000278592
769	0.6515003674	0.6000277712
770	0.6515003674	0.6000260035
771	0.6515003674	0.6000256004
772	0.6515003674	0.6000255394
773	0.6515003674	0.6000254763
774	0.6515003674	0.6000252773
775	0.6515003674	0.6000252154
776	0.6515003674	0.6000245663
777	0.6515003674	0.6000236597
778	0.6515003674	0.6000236491
779	0.6515003674	0.6000236491
780	0.6515003674	0.6000232927
781	0.6515003674	0.6000229031
782	0.6515003674	0.6000226924
783	0.6515003674	0.6000226831
784	0.6515003674	0.6000223309
785	0.6515003674	0.6000212531
786	0.6515003674	0.6000212477
787	0.6515003674	0.6000212431
788	0.6515003674	0.6000212425
789	0.6515003674	0.6000212379
790	0.6515003674	0.599956101
791	0.6515003674	0.5999553689
792	0.6515003674	0.5999543213
793	0.6515003674	0.5999538375
794	0.6515003674	0.5999526698
795	0.6515003674	0.5999516773
796	0.6515003674	0.59994998
797	0.6515003674	0.5999490005
798	0.6515003674	0.5999485318
799	0.6515003674	0.5999475679
800	0.6515003674	0.5999472359
801	0.6515003674	0.5999464639
802	0.6515003674	0.5999460254
803	0.6515003674	0.5999460245
804	0.6515003674	0.5999458342
805	0.6515003674	0.5999457971
806	0.6515003674	0.5999445383
807	0.6515003674	0.5999445198
808	0.6515003674	0.5999442977
809	0.6515003674	0.5999442718
810	0.6515003674	0.59994368
811	0.6515003674	0.599943132
812	0.6515003674	0.5999431259
813	0.6515003674	0.5999431234
814	0.6515003674	0.5999423936
815	0.6515003674	0.5999421033
816	0.6515003674	0.5999415215
817	0.6515003674	0.599940312
818	0.6515003674	0.5999403117
819	0.6515003674	0.5999403057
820	0.6515003674	0.5999402877
821	0.6515003674	0.5999402387
822	0.6515003674	0.5999399506
823	0.6515003674	0.5999392688
824	0.6515003674	0.5999386943
825	0.6515003674	0.5999382143
826	0.6515003674	0.5999373289
827	0.6515003674	0.5999367651
828	0.6515003674	0.5999367138
829	0.6515003674	0.5999361994
830	0.6515003674	0.5999347035
831	0.6515003674	0.5998749813
832	0.6515003674	0.5998743644
833	0.6515003674	0.5998725575
834	0.6515003674	0.5998712954
835	0.6515003674	0.599870942
836	0.6515003674	0.599870498
837	0.6515003674	0.5998702707
838	0.6515003674	0.5998701953
839	0.6515003674	0.5998700883
840	0.6515003674	0.5998691887
841	0.6515003674	0.5998683626
842	0.6515003674	0.5998680589
843	0.6515003674	0.599867324
844	0.6515003674	0.5998668102
845	0.6515003674	0.5998668038
846	0.6515003674	0.5998662982
847	0.6515003674	0.5998646939
848	0.6515003674	0.5998645356
849	0.6515003674	0.5998645353
850	0.6515003674	0.5998642213
851	0.6515003674	0.5998637508
852	0.6515003674	0.5998633628
853	0.6515003674	0.5998625127
854	0.6515003674	0.599862311
855	0.6515003674	0.5998617121
856	0.6515003674	0.5998608636
857	0.6515003674	0.5998599993
858	0.6515003674	0.5998597504
859	0.6515003674	0.5998591152
860	0.6515003674	0.5998591152
861	0.6515003674	0.599856856
862	0.6515003674	0.5998562187
863	0.6515003674	0.599855371
864	0.6515003674	0.5998549506
865	0.6515003674	0.5998546873
866	0.6515003674	0.5998541295
867	0.6515003674	0.5998534346
868	0.6515003674	0.5998534302
869	0.6515003674	0.5998534216
870	0.6515003674	0.5998529531
871	0.6515003674	0.5998527963
872	0.6515003674	0.5998515687
873	0.6515003674	0.5998515645
874	0.6515003674	0.5998515602
875	0.6515003674	0.5998514198
876	0.6515003674	0.5998514194
877	0.6515003674	0.5998514118
878	0.6515003674	0.599850069
879	0.6515003674	0.5998499349
880	0.6515003674	0.5998492517
881	0.6515003674	0.5998486548
882	0.6515003674	0.599848409
883	0.6515003674	0.5998482099
884	0.6515003674	0.5998481745
885	0.6515003674	0.599848171
886	0.6515003674	0.5998481648
887	0.6515003674	0.5998480421
888	0.6515003674	0.5998479912
889	0.6515003674	0.5998472604
890	0.6515003674	0.5998465596
891	0.6515003674	0.5998465202
892	0.6515003674	0.5998463879
893	0.6515003674	0.5998463837
894	0.6515003674	0.5998460586
895	0.6515003674	0.5998459865
896	0.6515003674	0.5998456735
897	0.6515003674	0.5998456301
898	0.6515003674	0.5998450929
899	0.6515003674	0.5998450334
900	0.6515003674	0.5998443881
901	0.6515003674	0.5998429789
902	0.6515003674	0.5998418998
903	0.6515003674	0.5998414135
904	0.6515003674	0.5998411456
905	0.6515003674	0.599840232
906	0.6515003674	0.5998387232
907	0.6515003674	0.5998385452
908	0.6515003674	0.5998378986
909	0.6515003674	0.5998375041
910	0.6515003674	0.599837119
911	0.6515003674	0.599837119
912	0.6515003674	0.599837045
913	0.6515003674	0.5998361515
914	0.6515003674	0.5998361475
915	0.6515003674	0.5998361435
916	0.6515003674	0.599836143
917	0.6515003674	0.5998361411
918	0.6515003674	0.5998361401
919	0.6515003674	0.5998361391
920	0.6515003674	0.5998361391
921	0.6515003674	0.5998361381
922	0.6515003674	0.5998361374
923	0.6515003674	0.5998361334
924	0.6515003674	0.5998361295
925	0.6515003674	0.5998361289
926	0.6515003674	0.5998361269
927	0.6515003674	0.5998361249
928	0.6515003674	0.5998361228
929	0.6515003674	0.5998360498
930	0.6515003674	0.5998356741
931	0.6515003674	0.599834787
932	0.6515003674	0.5998345014
933	0.6515003674	0.5998342525
934	0.6515003674	0.5998340539
935	0.6515003674	0.5998337343
936	0.6515003674	0.5998331535
937	0.6515003674	0.5998326691
938	0.6515003674	0.5997743771
939	0.6515003674	0.5997730448
940	0.6515003674	0.599771844
941	0.6515003674	0.5997708168
942	0.6515003674	0.5997706413
943	0.6515003674	0.599769857
944	0.6515003674	0.5997697791
945	0.6515003674	0.5997694154
946	0.6515003674	0.5997662683
947	0.6515003674	0.599765831
948	0.6515003674	0.5997658307
949	0.6515003674	0.5997658296
950	0.6515003674	0.5997657889
951	0.6515003674	0.5997656748
952	0.6515003674	0.599765591
953	0.6515003674	0.5997652548
954	0.6515003674	0.5997651115
955	0.6515003674	0.599765111
956	0.6515003674	0.5997647877
957	0.6515003674	0.5997642889
958	0.6515003674	0.5997642741
959	0.6515003674	0.5997637708
960	0.6515003674	0.599762953
961	0.6515003674	0.5997627616
962	0.6515003674	0.5997624799
963	0.6515003674	0.5997613163
964	0.6515003674	0.5997608173
965	0.6515003674	0.5997591571
966	0.6515003674	0.5997591191
967	0.6515003674	0.5997588563
968	0.6515003674	0.5997583178
969	0.6515003674	0.5997582515
970	0.6515003674	0.5997582494
971	0.6515003674	0.5997582452
972	0.6515003674	0.5997580399
973	0.6515003674	0.5997575072
974	0.6515003674	0.599756857
975	0.6515003674	0.5997554375
976	0.6515003674	0.5997544157
977	0.6515003674	0.5997543996
978	0.6515003674	0.5997541455
979	0.6515003674	0.59975339
980	0.6515003674	0.5997533272
981	0.6515003674	0.5997531034
982	0.6515003674	0.5997528223
983	0.6515003674	0.5997524292
984	0.6515003674	0.5997518364
985	0.6515003674	0.599751739
986	0.6515003674	0.5997517387
987	0.6515003674	0.5997516064
988	0.6515003674	0.5997513425
989	0.6515003674	0.5997512032
990	0.6515003674	0.5997511785
991	0.6515003674	0.5997503185
992	0.6515003674	0.5997502916
993	0.6515003674	0.5997488958
994	0.6515003674	0.5997480519
995	0.6515003674	0.5997473221
996	0.6515003674	0.5997473217
997	0.6515003674	0.5997472618
998	0.6515003674	0.5997471425
999	0.6515003674	0.5997454391
1000	0.6515003674	0.5997454385
1001	0.6515003674	0.5997451902
1002	0.6515003674	0.5997451892
1003	0.6515003674	0.5997451888
1004	0.6515003674	0.5997451888
1005	0.6515003674	0.5997450882
1006	0.6515003674	0.5997445924
1007	0.6515003674	0.5997443522
1008	0.6515003674	0.5997439947
1009	0.6515003674	0.5997439645
1010	0.6515003674	0.5997436217
1011	0.6515003674	0.5997432469
1012	0.6515003674	0.599743154
1013	0.6515003674	0.5997429976
1014	0.6515003674	0.5997418693
1015	0.6515003674	0.5997418656
1016	0.6515003674	0.5997410203
1017	0.6515003674	0.5997409605
1018	0.6515003674	0.5997404839
1019	0.6515003674	0.5997404613
1020	0.6515003674	0.5997397685
1021	0.6515003674	0.5997396603
1022	0.6515003674	0.5997386542
1023	0.6515003674	0.5997383941
1024	0.6515003674	0.5997382723
1025	0.6515003674	0.5997380119
1026	0.6515003674	0.5997375396
1027	0.6515003674	0.5997373038
1028	0.6515003674	0.5997370684
1029	0.6515003674	0.5997368541
1030	0.6515003674	0.5997363301
1031	0.6515003674	0.599735283
1032	0.6515003674	0.5997351279
1033	0.6515003674	0.5997350069
1034	0.6515003674	0.5997336283
1035	0.6515003674	0.5997331282
1036	0.6515003674	0.5997331271
1037	0.6515003674	0.5997331198
1038	0.6515003674	0.5997328357
1039	0.6515003674	0.5997325904
1040	0.6515003674	0.5997324289
1041	0.6515003674	0.5997324284
1042	0.6515003674	0.5997324252
1043	0.6515003674	0.5997322417
1044	0.6515003674	0.5997315814
1045	0.6515003674	0.5997307361
1046	0.6515003674	0.5997302597
1047	0.6515003674	0.5997302005
1048	0.6515003674	0.5997300823
1049	0.6515003674	0.5997300511
1050	0.6515003674	0.5997299458
1051	0.6515003674	0.5997289495
1052	0.6515003674	0.5997283622
1053	0.6515003674	0.5997283621
1054	0.6515003674	0.5997283586
1055	0.6515003674	0.5997283564
1056	0.6515003674	0.5997283413
1057	0.6515003674	0.5997275394
1058	0.6515003674	0.5997275394
1059	0.6515003674	0.5997275394
1060	0.6515003674	0.5997275391
1061	0.6515003674	0.5997275382
1062	0.6515003674	0.5997275377
1063	0.6515003674	0.5997275377
1064	0.6515003674	0.5997275373
1065	0.6515003674	0.5996718581
1066	0.6515003674	0.599670734
1067	0.6515003674	0.5996701514
1068	0.6515003674	0.5996699595
1069	0.6515003674	0.599669114
1070	0.6515003674	0.5996684991
1071	0.6515003674	0.5996681923
1072	0.6515003674	0.5996678837
1073	0.6515003674	0.5996678744
1074	0.6515003674	0.5996674455
1075	0.6515003674	0.5996671683
1076	0.6515003674	0.5996665224
1077	0.6515003674	0.5996663321
1078	0.6515003674	0.5996651336
1079	0.6515003674	0.5996646012
1080	0.6515003674	0.5996644818
1081	0.6515003674	0.5996637636
1082	0.6515003674	0.5996631067
1083	0.6515003674	0.5996618423
1084	0.6515003674	0.5996613428
1085	0.6515003674	0.5996611148
1086	0.6515003674	0.5996607604
1087	0.6515003674	0.5996602848
1088	0.6515003674	0.5996596953
1089	0.6515003674	0.5996594954
1090	0.6515003674	0.5996593238
1091	0.6515003674	0.5996593033
1092	0.6515003674	0.5996588701
1093	0.6515003674	0.5996586554
1094	0.6515003674	0.5996580061
1095	0.6515003674	0.5996579712
1096	0.6515003674	0.5996578476
1097	0.6515003674	0.5996573134
1098	0.6515003674	0.5996572915
1099	0.6515003674	0.5996572891
1100	0.6515003674	0.5996571982
1101	0.6515003674	0.5996571202
1102	0.6515003674	0.5996569441
1103	0.6515003674	0.5996567989
1104	0.6515003674	0.599656791
1105	0.6515003674	0.5996558451
1106	0.6515003674	0.5996552514
1107	0.6515003674	0.5996552488
1108	0.6515003674	0.599654273
1109	0.6515003674	0.5996541014
1110	0.6515003674	0.5996539486
1111	0.6515003674	0.5996523829
1112	0.6515003674	0.5996514098
1113	0.6515003674	0.5996512641
1114	0.6515003674	0.5996509251
1115	0.6515003674	0.5996501426
1116	0.6515003674	0.5996501063
1117	0.6515003674	0.5996498673
1118	0.6515003674	0.5996498603
1119	0.6515003674	0.5996497974
1120	0.6515003674	0.5996493529
1121	0.6515003674	0.5996493505
1122	0.6515003674	0.5996481133
1123	0.6515003674	0.5996476749
1124	0.6515003674	0.5996470315
1125	0.6515003674	0.5996470311
1126	0.6515003674	0.5996470301
1127	0.6515003674	0.5996470301
1128	0.6515003674	0.5996470301
1129	0.6515003674	0.5996470292
1130	0.6515003674	0.5996470288
1131	0.6515003674	0.5996470283
1132	0.6515003674	0.5996470283
1133	0.6515003674	0.5996470081
1134	0.6515003674	0.5996463595
1135	0.6515003674	0.5996462312
1136	0.6515003674	0.5996457015
1137	0.6515003674	0.5996451506
1138	0.6515003674	0.599644366
1139	0.6515003674	0.5996437536
1140	0.6515003674	0.5996436403
1141	0.6515003674	0.5996435283
1142	0.6515003674	0.5996433057
1143	0.6515003674	0.5996428101
1144	0.6515003674	0.5996424996
1145	0.6515003674	0.5996424995
1146	0.6515003674	0.5996424927
1147	0.6515003674	0.5996424311
1148	0.6515003674	0.5996419972
1149	0.6515003674	0.5996418571
1150	0.6515003674	0.5995882247
1151	0.6515003674	0.5995879661
1152	0.6515003674	0.5995877534
1153	0.6515003674	0.5995866533
1154	0.6515003674	0.5995864533
1155	0.6515003674	0.5995856622
1156	0.6515003674	0.5995852474
1157	0.6515003674	0.5995849387
1158	0.6515003674	0.5995840572
1159	0.6515003674	0.5995831789
1160	0.6515003674	0.5995828746
1161	0.6515003674	0.5995824144
1162	0.6515003674	0.5995822614
1163	0.6515003674	0.5995820573
1164	0.6515003674	0.5995813019
1165	0.6515003674	0.5995810088
1166	0.6515003674	0.5995806653
1167	0.6515003674	0.5995802688
1168	0.6515003674	0.5995800346
1169	0.6515003674	0.5995798028
1170	0.6515003674	0.5995791917
1171	0.6515003674	0.5995790812
1172	0.6515003674	0.5995789288
1173	0.6515003674	0.5995781197
1174	0.6515003674	0.5995778829
1175	0.6515003674	0.5995776313
1176	0.6515003674	0.5995774711
1177	0.6515003674	0.5995770119
1178	0.6515003674	0.599576976
1179	0.6515003674	0.5995765877
1180	0.6515003674	0.5995765867
1181	0.6515003674	0.599576586
1182	0.6515003674	0.5995765851
1183	0.6515003674	0.5995765829
1184	0.6515003674	0.5995761126
1185	0.6515003674	0.5995751466
1186	0.6515003674	0.5995750267
1187	0.6515003674	0.5995744888
1188	0.6515003674	0.5995743762
1189	0.6515003674	0.5995738509
1190	0.6515003674	0.5995736153
1191	0.6515003674	0.5995735145
1192	0.6515003674	0.599573286
1193	0.6515003674	0.5995732537
1194	0.6515003674	0.5995729271
1195	0.6515003674	0.5995720988
1196	0.6515003674	0.5995718664
1197	0.6515003674	0.5995718654
1198	0.6515003674	0.5995717881
1199	0.6515003674	0.5995711726
1200	0.6515003674	0.599570764
1201	0.6515003674	0.5995707137
1202	0.6515003674	0.5995707058
1203	0.6515003674	0.5995704428
1204	0.6515003674	0.5995697581
1205	0.6515003674	0.5995696779
1206	0.6515003674	0.5995695197
1207	0.6515003674	0.599569266
1208	0.6515003674	0.599569118
1209	0.6515003674	0.5995688592
1210	0.6515003674	0.5995686256
1211	0.6515003674	0.599568066
1212	0.6515003674	0.5995676283
1213	0.6515003674	0.5995676192
1214	0.6515003674	0.5995676192
1215	0.6515003674	0.5995676189
1216	0.6515003674	0.5995676186
1217	0.6515003674	0.5995676182
1218	0.6515003674	0.5995676174
1219	0.6515003674	0.5995676165
1220	0.6515003674	0.5995676156
1221	0.6515003674	0.5995676151
1222	0.6515003674	0.5995676142
1223	0.6515003674	0.5995676134
1224	0.6515003674	0.5995676126
1225	0.6515003674	0.5995676117
1226	0.6515003674	0.5995676109
1227	0.6515003674	0.5995676105
1228	0.6515003674	0.599567417
1229	0.6515003674	0.599567315
1230	0.6515003674	0.5995673141
1231	0.6515003674	0.5995672874
1232	0.6515003674	0.5995660026
1233	0.6515003674	0.5995660025
1234	0.6515003674	0.5995660008
1235	0.6515003674	0.5995659998
1236	0.6515003674	0.5995659982
1237	0.6515003674	0.5995657253
1238	0.6515003674	0.5995655666
1239	0.6515003674	0.5995652607
1240	0.6515003674	0.5995647334
1241	0.6515003674	0.5995646303
1242	0.6515003674	0.5995641935
1243	0.6515003674	0.5995635365
1244	0.6515003674	0.5995635365
1245	0.6515003674	0.5995633334
1246	0.6515003674	0.5995631328
1247	0.6515003674	0.5995623397
1248	0.6515003674	0.5995623212
1249	0.6515003674	0.5995621995
1250	0.6515003674	0.5995621279
1251	0.6515003674	0.5995619616
1252	0.6515003674	0.5995616098
1253	0.6515003674	0.5995612106
1254	0.6515003674	0.5995611838
